Collection,Hadith Number,Narrated By,Hadith Text,Pillar
abudawud,7,Narrated Amr ibn al-'As:,"The Prophet (ﷺ) taught me fifteen prostrations while reciting the Qur'an, including three in al-Mufassal and two in Surah al-Hajj.Abu Dawud said: Abu al-Darda' has reported eleven prostrations from the Prophet (ﷺ), but chain of this tradition is weak.",Uncategorized
abudawud,8,Narrated Ali ibn AbuTalib:,"The Prophet (ﷺ) said: Allah is single (witr) and loves what is single, so observe the witr, you who follow the Qur'an.",Uncategorized
abudawud,9,Abu Sa’id Al Khudri reported:,"Abu Hurairah said When the Messenger of Allah(ﷺ) died and Abu Bakr was made his successor after him and certain Arab clans apostatized. Umar bin Al Khattab said to Abu Bakr How can you fight with the people until they say “There is no God but Allah” so whoever says “There is no God but Allah”, he has protected his property  and his person from me except for what is due from him, and his reckoning is left to allah. Abu Bak replied I swear by Allah that I will certainly fight with those who make a distinction between prayer and zakat, for zakat is what is due from property. I swear by Allah that if they were to refuse me a rope of camel (or a female kid, according to another version)which they used to pay the Messenger of Allah, I will fight with them over the refusal of it. Umar bin Al Khattab said I swear by Allah, I clearly saw Allah had made Abu Bakr feel justified in tighting and I recognized that it was right.
Abu Dawud said This tradition has been transmitted by Rabah bin Zaid from Ma’mar and Al Zaubaidi from Al Zuhri has “If they were to refuse me a female kid.” The version transmitted by ‘Anbasah from Yunus on the authority of Al Zuhri has “a female kid”.",Salat
abudawud,10,Suwayd ibn Ghaflah said:,"I fought along with Zayd ibn Suhan and Sulayman ibn Rabi'ah. I found a whip. They said to me: Throw it away. I said: No; if I find its owner (I shall give it to him); if not, I shall use it. Then I performed hajj; and when I reached Medina, I asked Ubayy ibn Ka'b.He said: I found a purse which contained one hundred dinars; so I came to the Prophet (ﷺ). He said to me: Make the matter known for a year. I made it known for a year and then came to him. He then said to me: Make the matter known for a year. So I made it known for a year. I then (again) came to him. He said to me: Make the matter known for a year. Then I came to him and said: I did not find anyone who realises it. He said: Remember, its number, its container and its tie. If its owner comes, (give it to him), otherwise use it yourself.He (the narrator Shu'bah) said: I do not know whether he said the word ""make the matter known"" three times or once.",Uncategorized
abudawud,11,Narrated Aqra' ibn Habib:,"Ibn Abbas said: Aqra' ibn Habis asked the Prophet (ﷺ) saying: Messenger of Allah hajj is to be performed annually or only once? He replied: Only once, and if anyone performs it more often, he performs a supererogatory act.Abu Dawud said: The narrator Abu Sinan is Abu Sinan al-Du'wail. The same has been reported by both 'Abd al-Jalil bin Humaid and Sulaiman bin Kathir from al-Zuhri. The narrator 'Uqail reported the name ""Sinan"".",Uncategorized
abudawud,12,Abu Hurairah reported the Prophet (ﷺ) as saying “Women may be married for four reasons:,"‘Alqamah said “I was going with ‘Abd Allaah bin Mas’ud at Mina where ‘Uthman met him and desired to have a talk with him in privacy”. When ‘Abd Allaah (bin Mas’ud) thought there was no need of privacy, he said to me “Come, ‘Alqamah So I came (to him)”. Then ‘Uthman said to him “Should we not marry you, Abu ‘Abd Al Rahman to a virgin girl, so that the power you have lost may return to you?” ‘Abd Allaah (bin Mas’ud) said “If you say that , I heard the Apostle of Allaah(ﷺ) say “ Those of you who can support a wife, should marry, for it keeps you from looking at strange women and preserve from unlawful intercourse, but those who cannot should devote themselves to fasting, for it is a means of suppressing sexual desire.",Sawm
abudawud,13,Narrated AbuHurayrah:,The Prophet (ﷺ) said: Anyone who incites a woman against her husband or a slave against his master is not one of us.,Uncategorized
abudawud,14,Narrated Abdullah ibn Abbas:,"Ibn Abbas explained the following Qur'anic verse: ""O ye who believe! fasting is prescribed for you as it was prescribed for those before you"" During the lifetime of the Prophet (ﷺ), when the people offered night prayer, they were asked to abstain from food and drink and (intercourse with) women, they kept fast till the next night. A man betrayed himself and had intercourse with his wife after he had offered the night prayer, and he did not break his fast. So Allah, the Exalted, intended to make it (fasting) easy for those who survived,  thus providing a concession and utility. Allah, the Glorified, said: ""Allah knoweth what ye used to do secretly among yourselves."" By this Allah benefited the people and provided concession and ease to them.",Salat
abudawud,15,Narrated Mu'awiyah:,"Abu Sa’id Al Khudri said “A Bedouin asked the Prophet (ﷺ) about emigration. He replied “Woe to you! The matter of emigration is severe. Have you a Camel? He said, Yes. He asked “Do you pay its zakat? He said, Yes. He said, Then work (anywhere) beyond the seas. Allaah will not reduce anything from (the reward of) your work.",Uncategorized
abudawud,16,Narrated Mikhnaf ibn Sulaym:,"We were staying with the Messenger of Allah (ﷺ) at Arafat; he said: O people, every family must offer a sacrifice and an atirah. Do you know what  the atirah is? It is what you call the Rajab sacrifice.Abu Dawud said: 'Atirah has been abrogated, and this tradition is an abrogated one.",Uncategorized
abudawud,17,Narrated Abu Hurairah:,"The Prophet (ﷺ) as saying: If anyone gets a dog, except a sheeping or hunting or a farm dog, a qirat of his reward will be deducted daily.",Uncategorized
abudawud,18,Narrated 'Abdullah bin 'Umar:,The Messenger of Allah (ﷺ) as saying: It is the duty of a Muslim man who has something which is to be given as bequest not to have it for two nights without having his will written regarding it.,Uncategorized
abudawud,19,Narrated Abdullah ibn Amr ibn al-'As:,"The Prophet (ﷺ) said: Knowledge has three categories; anything else is extra; a precise verse, or an established sunnah (practice), or a firm obligatory duty.",Uncategorized
abudawud,20,Narrated 'Abdullah bin 'Umar:,The Messenger of Allah (ﷺ) as saying: Each of you is a shepherd and each of you is responsible for his flock. The amir (ruler) who is over the people is a shepherd and is responsible for his flock; a man is a shepherd in charge of the inhabitants of his household and he is responsible for his flock; a woman is a shepherdess in charge of her husband's house and children and she is responsible for them; and a man's slave is a shepherd in charge of his master's property and he is responsible for it. So each of you is a shepherd and each of you is responsible for his flock.,Uncategorized
abudawud,21,Narrated Amir ar-Ram:,"We were in our country when flags and banners were raised. I said: What is this?The (the people) said: This is the banner of the Messenger of Allah (ﷺ). So I came to him. He was (sitting) under a tree. A sheet of cloth was spread for him and he was sitting on it. His Companions were gathered around him. I sat with them.The Messenger of Allah (ﷺ) mentioned illness and said: When a believer is afflicted by illness and Allah cures him of it, it serves as an atonement for his previous sins and a warning to him for the future.But when a hypocrite becomes ill and is then cured, he is like a camel which has been tethered and then let loose by its owners, but does not know why they tethered it and why they let it loose.A man from among those around him asked: Messenger of Allah, what are illnesses? I swear by Allah, I never fell ill.The Messenger of Allah (ﷺ) said: Get up and leave us. You do not belong to our number. When we were with him, a man came to him. He had a sheet of cloth and something in his hand.He turned his attention to him and said: Messenger of Allah, when I saw you, I turned towards you. I saw a group of trees and heard the sound of fledglings. I took them and put them in my garment. Their mother then came and began to hover round my head. I showed them to her, and she fell on them. I wrapped them with my garment. They are now with me.He said: Put them away from you. So I put them away, but their mother stayed with them.The Messenger of Allah (ﷺ) said to his companions: Are you surprised at the affection of the mother for her young?They said: Yes, Messenger of Allah.  He said: I swear by Him Who has sent me with the Truth, Allah is more affectionate to His servants than a mother to her young ones. Take them back put them and where you took them from when their mother should have been with them. So he took them back.",Uncategorized
